sitio,coleta,setor,Nivel,np,tecnica,matprima,classe,estado,cortex,tipolasca,talao,preptalao,ventral,bulbo,nnegativo,dnegativo,tiponucleo,tipoplano,tipoinstrumento,suporte,gumes,sentido,descricao,modificacao,extensao,posicao,delineamento,ângulo,localizacao,reparticao,padrao,marcas,direcaomarcas,direcaoestrias,localizacaomarcas
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo I),Núcleo,Completo,Plaqueta,,,,,,,,Núcleo com vários planos de percussão em diferentes posições,Cortical,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Núcleo,Completo,Inexistente,,,,,,,,Núcleo com vários planos de percussão em diferentes posições,Acortical liso,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Núcleo,Completo,Inexistente,,,,,,,,Núcleo com vários planos de percussão em diferentes posições,Acortical liso,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,Lasca de debitagem,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,Lasca de debitagem,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Seixo,Lasca cortical,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Plaqueta,Lasca cortical,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Seixo,Lasca cortical,Indeterminado,Sem preparação,Inexistente,Difuso,1,Paralela,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Seixo,Lasca cortical,Liso,Sem preparação,Inexistente,Pronunciado,Nenhuma,Sem informação,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Indeterminado,Lasca de debitagem,Liso,Sem preparação,Inexistente,Difuso,1,Paralela,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Seixo,Lasca cortical,Liso,Sem preparação,Inexistente,Pronunciado,Nenhuma,Sem informação,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Seixo,Lasca cortical,Liso,Sem preparação,Inexistente,Pronunciado,1,Paralela,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Seixo,Lasca de debitagem,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Seixo,Lasca de debitagem,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Seixo,Lasca cortical,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,Lasca de debitagem,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Indeterminado,Silexito (Grupo I),Detrito,Indeterminado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Núcleo,Completo,Inexistente,,,,,,,,Núcleo com vários planos de percussão em diferentes posições,Acortical liso,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Núcleo,Completo,Inexistente,,,,,,,,Núcleo com vários planos de percussão em diferentes posições,Acortical liso,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Sem transformação,Basalto,Bruto,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Sem transformação,Basalto,Bruto,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Sem transformação,Basalto,Bruto,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Sem transformação,Basalto,Bruto,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Arenito silicificado,Lasca,Completo,Inexistente,Lasca de formatação,Liso,Sem preparação,Inexistente,Pronunciado,1,Sem informação,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Arenito silicificado,Lasca,Completo,Inexistente,Lasca de formatação,Linear,Sem preparação,Inexistente,Difuso,3,Ortogonal,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Arenito silicificado,Lasca,Fragmentado,Inexistente,Lasca de formatação,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Bloco,Lasca cortical,Cortical,Sem preparação,Inexistente,Difuso,Nenhuma,Sem informação,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Plaqueta,Lasca cortical,Liso,Sem preparação,Inexistente,Pronunciado,Nenhuma,Sem informação,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo I),Núcleo,Completo,Plaqueta,,,,,,,,Núcleo com um plano de percussão definido,Cortical,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Núcleo,Completo,Bloco,,,,,,,,Núcleo com um plano de percussão definido,Cortical,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,Lasca de debitagem,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,Lasca de debitagem,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,Lasca de debitagem,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,Lasca de debitagem,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,Lasca de debitagem,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Instrumento,Fragmentado,Inexistente,,,,,,,,,,Bifacial,Lasca unipolar,Indeterminado,Indeterminado,,Retoque,Marginal regular,Bifacial,Convexo,Rasante (0-25),Todo o contorno bifacial,Total,Contínuo,,,,
SC-TA-03,Trincheira 1,Quadrícula C,Nível 3,2240,Lascamento unipolar,Silexito (Grupo II),Instrumento,Fragmentado,Inexistente,,,,,,,,,,Bifacial,Indeterminado,Indeterminado,Indeterminado,,Retoque,Marginal regular,Bifacial,Retilíneo,Rasante (0-25),Todo o contorno bifacial,Total,Contínuo,,,,
SC-TA-03,Trincheira 2,Quadrícula C,30-40,2246,Sem transformação,Indeterminada,Natural,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 2,Quadrícula C,30-40,2246,Sem transformação,Indeterminada,Natural,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 2,Quadrícula C,30-40,2246,Sem transformação,Indeterminada,Natural,Indeterminado,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 2,Quadrícula C,30-40,2246,Indeterminado,Quartzo hialino,Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 2,Quadrícula C,30-40,2246,Lascamento unipolar,Silexito (Grupo I),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 2,Perfil 1,,2247,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 2,Perfil 1,,2247,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Trincheira 2,Perfil 1,,2247,Indeterminado,Silexito (Grupo I),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Sem transformação,Arenito,Bruto,Indeterminado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Seixo,Lasca cortical,Cortical,Sem preparação,Inexistente,Difuso,1,Sem informação,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Instrumento,Completo,Inexistente,,,,,,,,,,Unifacial,Lasca unipolar,1,Distal,,Retoque,Marginal regular,Direto,Convexo,Semi abrupto (50-75),Indeterminado,Parcial,Contínuo,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Lasca,Completo,Inexistente,Lasca de debitagem,Linear,Sem preparação,Inexistente,Pronunciado,4 ou +,Ortogonal,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Instrumento,Fragmentado,Inexistente,,,,,,,,,,Indeterminado,Lasca unipolar,2,Lateral,,Marcas de uso,Invasor irregular,Direto,Retilíneo,Quase rasante (25-50),Lateral,Parcial,Contínuo,Micro-lascamentos,Paralelos ao gume,Paralelos ao gume,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo I),Lasca,Completo,Plaqueta,Lasca cortical,Liso,Sem preparação,Inexistente,Pronunciado,1,Sem informação,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Indeterminado,Silexito (Grupo II),Detrito,Indeterminado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Núcleo,Completo,Seixo,,,,,,,,Núcleo com dois planos de percussão em ângulo,Cortical,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo II),Núcleo,Completo,Plaqueta,,,,,,,,Núcleo com um plano de percussão definido,Cortical,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo I),Núcleo,Completo,Plaqueta,,,,,,,,Indeterminado,Cortical,,,,,,,,,,,,,,,,,
SC-TA-03,Sondagem 1,-,20-30,2248,Lascamento unipolar,Silexito (Grupo I),Núcleo,Completo,Indeterminado,,,,,,,,Núcleo com um plano de percussão definido,Acortical liso,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
